iucn_sid,sciname,population,old_cat,cat,cat_score
39773,Cephalopholis boenak,NA,LC,LC,0
39774,Cromileptes altivelis,NA,DD,DD,NA
40635,Indopacetus pacificus,NA,DD,DD,NA
40710,Percarina demidoffii,NA,NT,NT,0.2
40711,Stegastes sanctipauli,NA,LC,LC,0
40715,Syngnathoides biaculeatus,NA,LC,LC,0
40773,Hippocampus subelongatus,NA,DD,DD,NA
40784,Neovison macrodon,NA,EX,EX,1
40797,Carcharhinus amblyrhynchoides,NA,NT,NT,0.2
40802,Hippocampus barbouri,NA,VU,VU,0.4
41005,Hippocampus mohnikei,NA,VU,VU,0.4
41006,Hippocampus guttulatus,NA,DD,DD,NA
41007,Hippocampus algiricus,NA,VU,VU,0.4
41008,Hippocampus comes,NA,VU,VU,0.4
41009,Hippocampus fisheri,NA,LC,LC,0
41010,Hippocampus kelloggi,NA,VU,VU,0.4
41030,Syngnathus watermeyeri,NA,CR,CR,0.8
41064,Pseudobatos horkelii,NA,CR,CR,0.8
41664,Arctocephalus forsteri,NA,LC,LC,0
41665,Otaria byronia,NA,LC,LC,0
41666,Zalophus californianus,NA,LC,LC,0
41667,Zalophus japonicus,NA,EX,EX,1
41668,Zalophus wollebaeki,NA,EN,EN,0.6
41670,Histriophoca fasciata,NA,LC,LC,0
41671,Pagophilus groenlandicus,NA,LC,LC,0
41672,Pusa hispida,NA,LC,LC,0
41673,Pusa hispida ssp. botnica,NA,LC,LC,0
41677,Pusa hispida ssp. ochotensis,NA,LC,LC,0
41711,Eubalaena japonica,NA,EN,EN,0.6
41712,Eubalaena glacialis,NA,EN,EN,0.6
41713,Balaenoptera musculus ssp. intermedia,NA,CR,CR,0.8
41714,Tursiops aduncus,NA,DD,DD,NA
41715,Phocoena dioptrica,NA,LC,LC,0
41716,Hippocampus denise,NA,DD,DD,NA
41718,Apristurus albisoma,NA,LC,LC,0
41719,Apristurus exsanguis,NA,LC,LC,0
41720,Asymbolus analis,NA,LC,LC,0
41721,Asymbolus funebris,NA,DD,DD,NA
41722,Asymbolus occiduus,NA,LC,LC,0
41723,Asymbolus pallidus,NA,LC,LC,0
41724,Asymbolus parvus,NA,LC,LC,0
41725,Asymbolus rubiginosus,NA,LC,LC,0
41726,Asymbolus submaculatus,NA,LC,LC,0
41727,Asymbolus vincenti,NA,LC,LC,0
41728,Atelomycterus fasciatus,NA,LC,LC,0
41729,Atelomycterus macleayi,NA,LC,LC,0
41730,Atelomycterus marmoratus,NA,NT,NT,0.2
41731,Aulohalaelurus labiosus,NA,LC,LC,0
41732,Brachaelurus waddi,NA,LC,LC,0
41733,Carcharhinus cautus,NA,DD,DD,NA
41735,Carcharhinus fitzroyensis,NA,LC,LC,0
41736,Carcharhinus galapagensis,NA,NT,NT,0.2
41737,Carcharhinus macloti,NA,NT,NT,0.2
41738,Carcharhinus sealei,NA,NT,NT,0.2
41739,Carcharhinus tilstoni,NA,LC,LC,0
41740,Centrophorus harrissoni,NA,EN,EN,0.6
41741,Carcharhinus brachyurus,NA,NT,NT,0.2
41742,Carcharhinus brachyurus,East Asia subpopulation,VU,VU,0.4
41743,Callorhinchus milii,NA,LC,LC,0
41745,Centrophorus uyato,NA,DD,DD,NA
41746,Centroscyllium kamoharai,NA,LC,LC,0
41747,Centroscymnus coelolepis,NA,NT,NT,0.2
41749,Centroscymnus owstonii,NA,VU,VU,0.4
41752,Cephaloscyllium isabellum,NA,LC,LC,0
41753,Cephaloscyllium laticeps,NA,LC,LC,0
41754,Neophocaena asiaeorientalis,NA,EN,EN,0.6
41755,Physeter macrocephalus,NA,VU,VU,0.4
41759,Mesoplodon perrini,NA,DD,DD,NA
41760,Mesoplodon traversii,NA,DD,DD,NA
41761,Pontoporia blainvillei,Rio Grande do Sul/Uruguay subpopulation,VU,VU,0.4
41762,Delphinus delphis,Mediterranean subpopulation,EN,EN,0.6
41791,Chiloscyllium indicum,NA,NT,NT,0.2
41792,Chiloscyllium griseum,NA,NT,NT,0.2
41793,Chimaera panthera,NA,DD,DD,NA
41794,Chlamydoselachus anguineus,NA,LC,LC,0
41795,Cirrhigaleus barbifer,NA,DD,DD,NA
41796,Bathytoshia brevicaudata,NA,LC,LC,0
41797,Hemitrygon fluviorum,NA,VU,VU,0.4
41798,Deania calcea,NA,LC,LC,0
41799,Dipturus innominatus,NA,LC,LC,0
41800,Zearaja nasutus,NA,LC,LC,0
41801,Echinorhinus brucus,NA,DD,DD,NA
41802,Echinorhinus cookei,NA,DD,DD,NA
41804,Etmopterus caudistigmus,NA,LC,LC,0
41805,Etmopterus dianthus,NA,LC,LC,0
41806,Etmopterus dislineatus,NA,LC,LC,0
41807,Etmopterus evansi,NA,LC,LC,0
41808,Etmopterus fusus,NA,LC,LC,0
41809,Etmopterus pseudosqualiolus,NA,LC,LC,0
41810,Eusphyra blochii,NA,EN,EN,0.6
41811,Figaro boardmani,NA,LC,LC,0
41812,Galeus gracilis,NA,DD,DD,NA
41813,Gogolia filewoodi,NA,DD,DD,NA
41814,Gollum attenuatus,NA,LC,LC,0
41816,Hemigaleus microstoma,NA,VU,VU,0.4
41818,Hemiscyllium ocellatum,NA,LC,LC,0
41819,Hemiscyllium strahani,NA,VU,VU,0.4
41820,Hemiscyllium trispeculare,NA,LC,LC,0
41821,Hemitriakis abdita,NA,DD,DD,NA
41822,Hemitriakis falcata,NA,LC,LC,0
41823,Heptranchias perlo,NA,NT,NT,0.2
41824,Heterodontus galeatus,NA,LC,LC,0
41825,Heterodontus zebra,NA,LC,LC,0
41826,Hydrolagus bemisi,NA,LC,LC,0
41827,Hydrolagus novaezealandiae,NA,LC,LC,0
41828,Hypnos monopterygius,NA,LC,LC,0
41829,Iago garricki,NA,LC,LC,0
41830,Isistius brasiliensis,NA,LC,LC,0
41831,Loxodon macrorhinus,NA,LC,LC,0
41832,Mobula eregoodootenkee,NA,NT,NT,0.2
41833,Mobula japanica,NA,NT,NT,0.2
41835,Nebrius ferrugineus,NA,VU,VU,0.4
41836,Negaprion acutidens,NA,VU,VU,0.4
41837,Orectolobus maculatus,NA,LC,LC,0
41838,Orectolobus ornatus,NA,LC,LC,0
41839,Orectolobus wardi,NA,LC,LC,0
41840,Oxynotus bruniensis,NA,NT,NT,0.2
41841,Parascyllium collare,NA,LC,LC,0
41842,Parascyllium ferrugineum,NA,LC,LC,0
41843,Parascyllium sparsimaculatum,NA,DD,DD,NA
41844,Parascyllium variolatum,NA,LC,LC,0
41845,Parmaturus macmillani,NA,DD,DD,NA
41846,Pristiophorus nudipinnis,NA,LC,LC,0
41848,Rhina ancylostoma,NA,CR,CR,0.8
41849,NA,NA,NA,CR,0.8
41849,NA,NA,NA,DD,NA
41849,NA,NA,NA,CR,0.8
41849,NA,NA,NA,EN,0.6
41850,Rhizoprionodon acutus,NA,LC,LC,0
41851,Rhizoprionodon oligolinx,NA,LC,LC,0
41852,Rhizoprionodon taylori,NA,LC,LC,0
41853,Rhynchobatus australiae,NA,CR,CR,0.8
41854,Rhynchobatus laevis,NA,CR,CR,0.8
41855,Scymnodalatias albicauda,NA,DD,DD,NA
41856,Scymnodalatias sherwoodi,NA,DD,DD,NA
41857,Somniosus antarcticus,NA,LC,LC,0
41858,Squaliolus aliae,NA,LC,LC,0
41859,Squalus megalops,NA,DD,DD,NA
41860,Squalus melanurus,NA,DD,DD,NA
41861,Squalus rancureli,NA,NT,NT,0.2
41862,Squatina australis,NA,LC,LC,0
41863,Squatina tergocellata,NA,LC,LC,0
41864,Sutorectus tentaculatus,NA,LC,LC,0
41866,Trygonorrhina fasciata,NA,LC,LC,0
41870,Aulohalaelurus kanakorum,NA,DD,DD,NA
41871,Centrophorus squamosus,NA,VU,VU,0.4
41872,Chiloscyllium punctatum,NA,NT,NT,0.2
41873,Eucrossorhinus dasypogon,NA,LC,LC,0
41874,Hemipristis elongata,NA,VU,VU,0.4
41875,Hemiscyllium hallstromi,NA,VU,VU,0.4
41876,Odontaspis ferox,NA,VU,VU,0.4
41877,Squalus mitsukurii,NA,DD,DD,NA
41878,Stegostoma fasciatum,NA,EN,EN,0.6
41880,Haliotis cracherodii,NA,CR,CR,0.8
42700,Apristurus melanoasper,NA,LC,LC,0
42701,Apristurus ampliceps,NA,LC,LC,0
42703,Apristurus bucephalus,NA,DD,DD,NA
42704,Apristurus australis,NA,LC,LC,0
42706,Cephaloscyllium albipinnum,NA,CR,CR,0.8
42707,Cephaloscyllium variegatum,NA,NT,NT,0.2
42709,Cephaloscyllium zebrum,NA,DD,DD,NA
42710,Cephaloscyllium speccum,NA,DD,DD,NA
42711,Figaro striatus,NA,DD,DD,NA
42712,Glyphis garricki,NA,CR,CR,0.8
42713,Halaelurus sellus,NA,LC,LC,0
42716,Mustelus stevensi,NA,LC,LC,0
42717,Orectolobus hutchinsi,NA,LC,LC,0
42718,Parmaturus bigus,NA,DD,DD,NA
42720,Pristiophorus delicatus,NA,LC,LC,0
42721,Rhinobatos sainsburyi,NA,LC,LC,0
42722,Squalus notocaudatus,NA,LC,LC,0
42723,Squalus albifrons,NA,LC,LC,0
42725,Squalus crassispinus,NA,LC,LC,0
42726,Squalus nasutus,NA,NT,NT,0.2
42727,Squalus grahami,NA,NT,NT,0.2
42728,Squatina pseudocellata,NA,LC,LC,0
42729,Squatina albipunctata,NA,VU,VU,0.4
42730,Urolophus kapalensis,NA,NT,NT,0.2
42833,Hemiscyllium ocellatum,New Guinea subpopulation,NT,NT,0.2
42834,Negaprion acutidens,Southeast Asia subpopulation,EN,EN,0.6
42838,Centrophorus moluccensis,NA,DD,DD,NA
43972,Polyprion americanus,NA,DD,DD,NA
43973,Polyprion americanus,Brazilian subpopulation,CR,CR,0.8
43974,Epinephelus akaara,NA,EN,EN,0.6
43993,Vanvoorstia bennettiana,NA,EX,EX,1
44070,Carcharias taurus,East coast of Australia subpopulation,CR,CR,0.8
44071,Carcharias taurus,Western Australia subpopulation,NT,NT,0.2
44166,Aonyx cinereus,NA,VU,VU,0.4
44167,Sicyopterus stimpsoni,NA,LR/nt,NT,0.2
44168,Squalus acanthias,Northeast Atlantic subpopulation,CR,CR,0.8
44169,Squalus acanthias,Northwest Atlantic subpopulation,EN,EN,0.6
44170,Bythaelurus dawsoni,NA,LC,LC,0
44171,Bythaelurus incanus,NA,DD,DD,NA
44173,Amblyrhynchus cristatus ssp. albemarlensis,NA,VU,VU,0.4
44174,Amblyrhynchus cristatus ssp. cristatus,NA,VU,VU,0.4
44175,Amblyrhynchus cristatus ssp. hassi,NA,VU,VU,0.4
44176,Amblyrhynchus cristatus ssp. mertensi,NA,EN,EN,0.6
44177,Amblyrhynchus cristatus ssp. nanus,NA,EN,EN,0.6
44178,Amblyrhynchus cristatus ssp. sielmanni,NA,VU,VU,0.4
44179,Amblyrhynchus cristatus ssp. venustissimus,NA,VU,VU,0.4
44183,Beringraja binoculata,NA,LC,LC,0
44186,Aptychotrema vincentiana,NA,LC,LC,0
44187,Orcaella brevirostris,Malampaya Sound subpopulation,CR,CR,0.8
44205,Trigonognathus kabeyai,NA,DD,DD,NA
44206,Oxynotus japonicus,NA,DD,DD,NA
44207,Apristurus aphyodes,NA,LC,LC,0
44209,Apristurus brunneus,NA,DD,DD,NA
44210,Apristurus fedorovi,NA,DD,DD,NA
44211,Apristurus gibbosus,NA,DD,DD,NA
44212,Apristurus herklotsi,NA,DD,DD,NA
44213,Apristurus internatus,NA,DD,DD,NA
44214,Apristurus investigatoris,NA,DD,DD,NA
44215,Apristurus kampae,NA,DD,DD,NA
44216,Apristurus laurussonii,NA,DD,DD,NA
44217,Apristurus longicephalus,NA,LC,LC,0
44218,Apristurus macrorhynchus,NA,DD,DD,NA
44219,Apristurus macrostomus,NA,DD,DD,NA
44220,Apristurus micropterygeus,NA,DD,DD,NA
44221,Apristurus parvipinnis,NA,DD,DD,NA
44222,Apristurus pinguis,NA,LC,LC,0
44223,Apristurus platyrhynchus,NA,LC,LC,0
44224,Apristurus profundorum,NA,DD,DD,NA
44225,Apristurus sinensis,NA,DD,DD,NA
44226,Apristurus spongiceps,NA,DD,DD,NA
44227,Bythaelurus alcockii,NA,DD,DD,NA
44228,Bythaelurus hispidus,NA,DD,DD,NA
44229,Bythaelurus immaculatus,NA,DD,DD,NA
44478,Awaous macrorhynchus,NA,LC,LC,0
44479,Eleotris pellegrini,NA,LC,LC,0
44496,Pliotrema warreni,NA,NT,NT,0.2
44514,Centroscyllium nigrum,NA,DD,DD,NA
44515,Mollisquama parini,NA,DD,DD,NA
44563,Centrophorus isodon,NA,DD,DD,NA
44564,Miroscyllium sheikoi,NA,DD,DD,NA
44565,Mitsukurina owstoni,NA,LC,LC,0
44566,Pseudotriakis microdon,NA,LC,LC,0
44567,Centroscyllium granulatum,NA,DD,DD,NA
44568,Oxynotus caribbaeus,NA,DD,DD,NA
44569,Proscymnodon macracanthus,NA,DD,DD,NA
44570,Scymnodalatias oligodon,NA,DD,DD,NA
44571,Squatina armata,NA,DD,DD,NA
44572,Apristurus canutus,NA,DD,DD,NA
44573,Apristurus nasutus,NA,DD,DD,NA
44574,Apristurus stenseni,NA,DD,DD,NA
44575,Atlantoraja castelnaui,NA,EN,EN,0.6
44576,Bathyraja longicauda,NA,DD,DD,NA
44577,Benthobatis kreffti,NA,VU,VU,0.4
44578,Galeus mincaronei,NA,VU,VU,0.4
44579,Heterodontus quoyi,NA,DD,DD,NA
44580,Mustelus dorsalis,NA,DD,DD,NA
44581,Mustelus fasciatus,NA,CR,CR,0.8
44582,Psammobatis bergi,NA,LC,LC,0
44583,Psammobatis extenta,NA,LC,LC,0
44584,Pseudobatos planiceps,NA,DD,DD,NA
44585,Schroederichthys chilensis,NA,DD,DD,NA
44586,Schroederichthys saurisqualus,NA,VU,VU,0.4
44587,Schroederichthys tenuis,NA,DD,DD,NA
44588,Scyliorhinus besnardi,NA,DD,DD,NA
44589,Scyliorhinus haeckelii,NA,DD,DD,NA
44590,Scyliorhinus hesperius,NA,DD,DD,NA
44591,Sphyrna corona,NA,NT,NT,0.2
44592,Hypanus guttatus,NA,DD,DD,NA
44595,Rhinoptera brasiliensis,NA,EN,EN,0.6
44596,Sympterygia brevicaudata,NA,DD,DD,NA
44597,Sympterygia bonapartii,NA,DD,DD,NA
44598,Urotrygon microphthalmum,NA,LC,LC,0
44599,Apristurus manis,NA,LC,LC,0
44600,Anacanthobatis marmorata,NA,DD,DD,NA
44601,Indobatis ori,NA,DD,DD,NA
44602,Apristurus saldanha,NA,LC,LC,0
44603,Euprotomicroides zantedeschia,NA,LC,LC,0
44604,Bythaelurus clevai,NA,DD,DD,NA
44605,Bythaelurus lutarius,NA,DD,DD,NA
44606,Cephaloscyllium sufflans,NA,LC,LC,0
44607,Dipturus campbelli,NA,NT,NT,0.2
44608,Dipturus lanceorostratus,NA,DD,DD,NA
44609,Dipturus pullopunctatus,NA,LC,LC,0
44610,Dipturus stenorhynchus,NA,DD,DD,NA
44611,Eridacnis sinuans,NA,LC,LC,0
44612,Halaelurus lineatus,NA,DD,DD,NA
44613,Halaelurus natalensis,NA,DD,DD,NA
44614,Heterodontus ramalheira,NA,DD,DD,NA
44615,Neoraja stehmanni,NA,DD,DD,NA
44617,Pseudoginglymostoma brevicaudatum,NA,VU,VU,0.4
44618,Rajella caudaspinosa,NA,NT,NT,0.2
44619,Rajella leoparda,NA,LC,LC,0
44620,Rajella ravidula,NA,LC,LC,0
44621,Torpedo fuscomaculata,NA,DD,DD,NA
44639,Apristurus riveri,NA,DD,DD,NA
44640,Psammobatis normani,NA,DD,DD,NA
44641,Psammobatis rudis,NA,DD,DD,NA
44642,Sympterygia acuta,NA,VU,VU,0.4
44643,Sympterygia lima,NA,DD,DD,NA
44644,Dipturus leptocaudus,NA,DD,DD,NA
44645,Rajella sadowskii,NA,DD,DD,NA
44646,Urobatis marmoratus,NA,DD,DD,NA
44647,Urotrygon chilensis,NA,DD,DD,NA
44649,Galeus polli,NA,LC,LC,0
44650,Rajella barnardi,NA,LC,LC,0
44651,Rajella dissimilis,NA,LC,LC,0
44652,Amblyraja frerichsi,NA,DD,DD,NA
44653,Aculeola nigra,NA,DD,DD,NA
44654,Gurgesiella furvescens,NA,LC,LC,0
44655,Rajella nigerrima,NA,LC,LC,0
44656,Gurgesiella dorsalifera,NA,VU,VU,0.4
44657,Apristurus microps,NA,LC,LC,0
44666,Rhizoprionodon lalandii,NA,DD,DD,NA
44668,Choerodon cauteroma,NA,LC,LC,0
44669,Choerodon schoenleinii,NA,NT,NT,0.2
44670,Choerodon cyanodus,NA,LC,LC,0
44671,Choerodon rubescens,NA,LC,LC,0
44672,Dermatolepis striolata,NA,LC,LC,0
44673,Epinephelus fuscoguttatus,NA,VU,VU,0.4
44674,Epinephelus coioides,NA,LC,LC,0
44675,Hyporthodus quernus,NA,LC,LC,0
44676,Epinephelus irroratus,NA,LC,LC,0
44677,Epinephelus albomarginatus,NA,VU,VU,0.4
44678,Epinephelus andersoni,NA,NT,NT,0.2
44679,Epinephelides armatus,NA,NT,NT,0.2
44680,Epinephelus cifuentesi,Galápagos Islands subpopulation,VU,VU,0.4
44681,Epinephelus morio,NA,VU,VU,0.4
44682,Mycteroperca tigris,NA,DD,DD,NA
44683,Mycteroperca venenosa,NA,NT,NT,0.2
44684,Plectropomus leopardus,NA,LC,LC,0
44685,Semicossyphus reticulatus,NA,DD,DD,NA
44686,Epinephelus cifuentesi,NA,LC,LC,0
44993,Discopyge tschudii,NA,NT,NT,0.2
44994,Discopyge tschudii,Southwest Atlantic subpopulation,VU,VU,0.4
44995,Discopyge tschudii,Southeast Pacific subpopulation,DD,DD,NA
44996,Squatina africana,NA,NT,NT,0.2
45925,Hypanus marianae,NA,DD,DD,NA
46863,Atherinomorus lineatus,NA,VU,VU,0.4
46864,Centroselachus crepidater,NA,LC,LC,0
46865,Scymnodon plunketi,NA,VU,VU,0.4
60080,Trygonoptera galba,NA,LC,LC,0
60081,Trygonoptera imitata,NA,LC,LC,0
60082,Trygonoptera mucosa,NA,LC,LC,0
60083,Trygonoptera ovalis,NA,LC,LC,0
60084,Trygonoptera personata,NA,LC,LC,0
60085,Trygonoptera testacea,NA,NT,NT,0.2
60086,Urolophus armatus,NA,DD,DD,NA
60087,Urolophus aurantiacus,NA,NT,NT,0.2
60088,Urolophus bucculentus,NA,VU,VU,0.4
60089,Urolophus circularis,NA,LC,LC,0
60090,Urolophus cruciatus,NA,LC,LC,0
60091,Urolophus deforgesi,NA,LC,LC,0
60092,Urolophus expansus,NA,LC,LC,0
60093,Urolophus flavomosaicus,NA,LC,LC,0
60094,Urolophus gigas,NA,LC,LC,0
60095,Urolophus javanicus,NA,CR,CR,0.8
60096,Urolophus kaianus,NA,DD,DD,NA
60097,Urolophus lobatus,NA,LC,LC,0
60098,Urolophus mitosis,NA,LC,LC,0
60099,Urolophus neocaledoniensis,NA,LC,LC,0
60100,Urolophus orarius,NA,EN,EN,0.6
60101,Urolophus papilio,NA,LC,LC,0
60102,Urolophus paucimaculatus,NA,LC,LC,0
60103,Urolophus piperatus,NA,LC,LC,0
60104,Urolophus sufflavus,NA,VU,VU,0.4
60105,Urolophus viridis,NA,VU,VU,0.4
60106,Urolophus westraliensis,NA,LC,LC,0
60107,Urobatis concentricus,NA,DD,DD,NA
60108,Urobatis halleri,NA,LC,LC,0
60109,Urobatis jamaicensis,NA,LC,LC,0
60110,Urobatis maculatus,NA,DD,DD,NA
60111,Plesiobatis daviesi,NA,LC,LC,0
60112,Platyrhinoidis triseriata,NA,LC,LC,0
60113,Gymnura zonura,NA,VU,VU,0.4
60115,Gymnura micrura,NA,DD,DD,NA
60116,Gymnura natalensis,NA,DD,DD,NA
60117,Gymnura poecilura,NA,NT,NT,0.2
60118,Dipturus crosnieri,NA,VU,VU,0.4
60119,Aetobatus flagellum,NA,EN,EN,0.6
60120,Aetomylaeus maculatus,NA,EN,EN,0.6
60121,Aetomylaeus vespertilio,NA,EN,EN,0.6
60123,Myliobatis chilensis,NA,DD,DD,NA
60124,Myliobatis hamlyni,NA,NT,NT,0.2
60125,Myliobatis longirostris,NA,NT,NT,0.2
60126,Myliobatis peruvianus,NA,DD,DD,NA
60127,Aetomylaeus bovinus,NA,DD,DD,NA
60128,Rhinoptera bonasus,NA,NT,NT,0.2
60129,Rhinoptera javanica,NA,VU,VU,0.4
60130,Rhinoptera steindachneri,NA,NT,NT,0.2
60131,Torpedo adenensis,NA,EN,EN,0.6
60132,Torpedo andersoni,NA,DD,DD,NA
60133,Torpedo microdiscus,NA,DD,DD,NA
60134,Torpedo panthera,NA,DD,DD,NA
60135,Tetronarce puelcha,NA,DD,DD,NA
60136,Torpedo sinuspersici,NA,DD,DD,NA
60137,Tetronarce tremens,NA,DD,DD,NA
60138,Callorhinchus capensis,NA,LC,LC,0
60139,Harriotta haeckeli,NA,LC,LC,0
60140,Harriotta raleighana,NA,LC,LC,0
60141,Neoharriotta carri,NA,DD,DD,NA
60142,Neoharriotta pinnata,NA,DD,DD,NA
60143,Neoharriotta pumila,NA,LC,LC,0
60144,Rhinochimaera africana,NA,DD,DD,NA
60145,Rhinochimaera atlantica,NA,LC,LC,0
60146,Rhinochimaera pacifica,NA,LC,LC,0
60147,Telatrygon acutirostra,NA,NT,NT,0.2
60148,Hemitrygon akajei,NA,NT,NT,0.2
60149,Hypanus americanus,NA,DD,DD,NA
60150,Neotrygon annotata,NA,NT,NT,0.2
60151,Fontitrygon colarensis,NA,VU,VU,0.4
60152,Hypanus dipterurus,NA,DD,DD,NA
60153,Fontitrygon geijskesi,NA,NT,NT,0.2
60154,Dasyatis hypostigma,NA,DD,DD,NA
60155,Hemitrygon izuensis,NA,NT,NT,0.2
60156,Neotrygon leylandi,NA,LC,LC,0
60157,Hypanus longus,NA,DD,DD,NA
60158,Hypanus sabinus,NA,LC,LC,0
60159,Hypanus say,NA,LC,LC,0
60160,Telatrygon zugei,NA,NT,NT,0.2
60161,Styracura schmardae,NA,DD,DD,NA
60162,Taeniurops meyeni,NA,VU,VU,0.4
60163,Acroteriobatus annulatus,NA,LC,LC,0
60164,Acroteriobatus blochii,NA,LC,LC,0
60166,Glaucostegus granulatus,NA,CR,CR,0.8
60167,Rhinobatos hynnicephalus,NA,NT,NT,0.2
60168,Pseudobatos leucorhynchus,NA,NT,NT,0.2
60169,Rhinobatos nudidorsalis,NA,NT,NT,0.2
60170,Glaucostegus obtusus,NA,CR,CR,0.8
60171,Pseudobatos productus,NA,NT,NT,0.2
60172,Acroteriobatus salalah,NA,NT,NT,0.2
60175,Glaucostegus thouin,NA,CR,CR,0.8
60176,Acroteriobatus zanzibarensis,NA,NT,NT,0.2
60177,Zapteryx exasperata,NA,DD,DD,NA
60178,Zapteryx xyster,NA,DD,DD,NA
60179,Aptychotrema timorensis,NA,VU,VU,0.4
60180,Rhynchobatus luebberti,NA,CR,CR,0.8
60181,Rhynchobatus cooki,NA,CR,CR,0.8
60182,Rhynchobatus springeri,NA,CR,CR,0.8
60183,Chimaera cubana,NA,DD,DD,NA
60184,Chimaera jordani,NA,DD,DD,NA
60185,Chimaera lignaria,NA,LC,LC,0
60186,Chimaera owstoni,NA,DD,DD,NA
60187,Chimaera phantasma,NA,DD,DD,NA
60188,Hydrolagus africanus,NA,DD,DD,NA
60189,Hydrolagus alberti,NA,DD,DD,NA
60190,Hydrolagus barbouri,NA,DD,DD,NA
60191,Hydrolagus colliei,NA,LC,LC,0
60192,Hydrolagus lemures,NA,LC,LC,0
60193,Hydrolagus macrophthalmus,NA,DD,DD,NA
60194,Hydrolagus mitsukurii,NA,DD,DD,NA
60195,Hydrolagus ogilbyi,NA,VU,VU,0.4
60196,Hydrolagus purpurescens,NA,DD,DD,NA
60197,Hydrolagus trolli,NA,LC,LC,0
60198,Mobula munkiana,NA,NT,NT,0.2
60199,Mobula tarapacana,NA,VU,VU,0.4
60200,Mobula thurstoni,NA,NT,NT,0.2
60201,Sphyrna media,NA,DD,DD,NA
60202,Sphyrna tudes,NA,VU,VU,0.4
60203,Mustelus schmitti,NA,EN,EN,0.6
60204,Mustelus higmani,NA,LC,LC,0
60205,Mustelus minicanis,NA,DD,DD,NA
60206,Mustelus sinusmexicanus,NA,DD,DD,NA
60208,Centrophorus tessellatus,NA,DD,DD,NA
60209,Cirrhigaleus asper,NA,DD,DD,NA
60210,Euprotomicrus bispinatus,NA,LC,LC,0
60211,Heteroscymnoides marleyi,NA,LC,LC,0
60212,Isistius plutodus,NA,LC,LC,0
60213,Somniosus microcephalus,NA,NT,NT,0.2
60214,Squaliolus laticaudus,NA,LC,LC,0
60215,Zameus squamulosus,NA,DD,DD,NA
60216,Centrophorus granulosus,Western Central Atlantic subpopulation,DD,DD,NA
60217,Carcharhinus perezi,NA,NT,NT,0.2
60218,Isogomphodon oxyrhynchus,NA,CR,CR,0.8
60219,Carcharhinus signatus,NA,VU,VU,0.4
60220,Carcharhinus porosus,NA,DD,DD,NA
60221,Carcharhinus signatus,Eastern Atlantic subpopulation,DD,DD,NA
60222,Chiloscyllium plagiosum,NA,NT,NT,0.2
60223,Ginglymostoma cirratum,NA,DD,DD,NA
60224,Ginglymostoma cirratum,Western Atlantic subpopulation,NT,NT,0.2
60225,Isurus paucus,NA,EN,EN,0.6
60226,Pristiophorus schroederi,NA,DD,DD,NA
60227,Cephaloscyllium ventriosum,NA,LC,LC,0
60228,Galeus piperatus,NA,LC,LC,0
60229,Holohalaelurus melanostigma,NA,DD,DD,NA
60230,Parmaturus campechiensis,NA,DD,DD,NA
60231,Parmaturus xaniurus,NA,LC,LC,0
60232,Scyliorhinus meadi,NA,DD,DD,NA
60233,Scyliorhinus retifer,NA,LC,LC,0
60234,Scyliorhinus cervigoni,NA,DD,DD,NA
60235,Heterodontus mexicanus,NA,DD,DD,NA
60236,Etmopterus bigelowi,NA,LC,LC,0
60237,Etmopterus bullisi,NA,DD,DD,NA
60238,Etmopterus carteri,NA,DD,DD,NA
60239,Etmopterus hillianus,NA,LC,LC,0
60240,Etmopterus perryi,NA,DD,DD,NA
60241,Etmopterus polli,NA,DD,DD,NA
60242,Etmopterus princeps,NA,DD,DD,NA
60243,Etmopterus robinsi,NA,LC,LC,0
60244,Etmopterus sentosus,NA,LC,LC,0
60245,Etmopterus virens,NA,LC,LC,0
60246,Etmopterus schultzi,NA,LC,LC,0
60247,Mustelus palumbes,NA,DD,DD,NA
60302,Orthetrum poecilops,NA,VU,VU,0.4
60344,Anguilla anguilla,NA,CR,CR,0.8
60447,Marcusenius livingstonii,NA,LC,LC,0
61207,Pellona ditchela,NA,LC,LC,0
61213,Oligolepis acutipennis,NA,DD,DD,NA
61250,Lutjanus argentimaculatus,NA,LC,LC,0
61314,Acentronura australe,NA,DD,DD,NA
61333,Hucho perryi,NA,CR,CR,0.8
61334,Bahaba taipingensis,NA,CR,CR,0.8
61335,Choerodon azurio,NA,DD,DD,NA
61336,Epinephelus awoara,NA,DD,DD,NA
61337,Epinephelus daemelii,NA,NT,NT,0.2
61338,Epinephelus malabaricus,NA,LC,LC,0
61339,Epinephelus polyphekadion,NA,VU,VU,0.4
61340,Semicossyphus pulcher,NA,VU,VU,0.4
61398,Atlantoraja cyclophora,NA,VU,VU,0.4
61399,Bathyraja aguja,NA,DD,DD,NA
61400,Bythaelurus canescens,NA,DD,DD,NA
61401,Diplobatis colombiensis,NA,VU,VU,0.4
61402,Diplobatis guamachensis,NA,VU,VU,0.4
61403,Diplobatis ommata,NA,VU,VU,0.4
61404,Diplobatis picta,NA,VU,VU,0.4
61405,Leucoraja melitensis,NA,CR,CR,0.8
61406,Narcine brevilabiata,NA,VU,VU,0.4
61407,Rhizoprionodon porosus,NA,LC,LC,0
61408,Rostroraja alba,NA,EN,EN,0.6
61409,Squalus acanthias,Australasia subpopulation,LC,LC,0
